URL,Drug
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Procysbi (cysteamine bitartrate); Raptor Pharmaceuticals;
                    For the management of nephropathic cystinosis, Approved May 2013"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Afinitor (everolimus); Novartis;
                    For the treatment of renal angiomyolipoma associated with tuberous sclerosis complex, Approved April 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Inlyta (axitinib); Pfizer;
                    For the treatment of advanced renal cell carcinoma, Approved January 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Myrbetriq (mirabegron); Astellas Pharma US, Inc;
                    For the treatment of overactive bladder, Approved June 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Omontys (peginesatide); Affymax;
                    For the treatment of anemia due to chronic kidney disease, Approved March 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Stendra (avanafil); Vivus;
                    For the treatment of erectile dysfunction, Approved April 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Stivarga (regorafenib); Bayer HealthCare Pharmaceuticals;
                    For the treatment of previously treated patients with metastatic colorectal cancer, Approved September 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Voraxaze (glucarpidase); BTG International;
                    For the treatment of toxic plasma methotrexate concentrations in patients with impaired renal function, Approved January 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Anturol (oxybutynin) Gel; Antares Pharma;
                    For the treatment of overactive bladder, Approved December 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Nulojix (belatacept); Bristol-Myers Squibb;
                    For the prevention of organ rejection following kidney transplant, Approved June 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Carbaglu (carglumic acid); Recordati;
                    For the treatment of hyperammonemia, Approved March 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Jalyn (dutasteride + tamsulosin); GlaxoSmithKline;
                    For the treatment of benign prostatic hyperplasia, Approved June 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Jevtana (cabazitaxel); sanofi aventis;
                    For the treatment of prostate cancer, Approved June 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Provenge (sipuleucel-T); Dendreon;
                    For the treatment of hormone refractory prostate cancer, Approved May 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Xifaxan (rifaximin); Salix Pharmaceuticals;
                    For the treatment of hepatic encephalopathy, Approved March 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Zortress (everolimus); Novartis;
                    For the prevention of organ rejection following kidney transplant, Approved May 2010"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Afinitor (everolimus); Novartis;
                    For the treatment of renal cell carcinoma, Approved March 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Avastin (bevacizumab); Genentech;
                    For the treatment of renal cell carcinoma, Approved July 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Feraheme (ferumoxytol); AMAG;
                    For the treatment of iron deficiency anemia associated with chronic kidney disease, Approved June 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Gelnique (oxybutynin chloride); Watson Pharmaceuticals;
                    For the treatment of overactive bladder, Approved January 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Votrient (pazopanib); GlaxoSmithKline;
                    For the treatment of renal cell carcinoma, Approved October of 2009"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Degarelix (degarelix for injection); Ferring Pharmaceuticals;
                    For the treatment of prostate cancer, Approved December of 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Toviaz (fesoterodine fumarate); Pfizer;
                    For the treatment of overactive bladder, Approved October 2008"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Doribax (doripenem); Johnson & Johnson;
                    For the treatment of intra-abdominal infections and urinary tract infections, Approved October 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Mircera (methoxy polyethylene glycol-epoetin beta); Roche;
                    For the treatment of anemia associated with chronic renal failure, Approved November 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Renvela (sevelamer carbonate); Genzyme;
                    For the control of serum phosphorus in patients with chronic kidney disease on dialysis, Approved October 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Soliris (eculizumab); Alexion;
                    For the treatment of PNH, aHUS and generalized Myasthenia Gravis , Approved March 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Torisel (temsirolimus); Wyeth;
                    For the treatment of renal cell carcinoma, Approved May 2007"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Vaprisol (conivaptan); Astellas Pharma US, Inc;
                    For the treatment of euvolemic hyponatremia, Approved December 2005"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Fosrenol, lanthanum carbonate; Shire Pharmaceuticals;
                    For the treatment of hyperphosphatemia related to kidney dysfunction, Approved October, 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Sanctura (trospium chloride); Indevus Pharmaceuticals;
                    For the treatment of overactive bladder with symptoms of urge urinary incontinence, Approved May, 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Sensipar (cinacalcet); Amgen;
                    For the treatment of secondary hyperparathyroidism and hypercalcemia in parathyroid carcinoma patients, Approved March 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Vesicare (solifenacin succinate); Yamanouchi, GlaxoSmithKline;
                    For the treatment of overactive bladder with symptoms of urge urinary incontinence, Approved November, 2004"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Fabrazyme (agalsidase beta); Genzyme;
                    For the treatment of Fabry disease in adult patients, Approved April 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Oxytrol (oxybutynin transdermal system); Watson Pharmaceuticals;
                    For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and frequency., Approved March 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"UroXatral (alfuzosin HCl extended-release tablets); Sanofi-aventis;
                    For the treatment of of the signs and symptoms of benign prostatic hyperplasia, Approved June 2003"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Eligard (leuprolide acetate); Atrix Laboratories;
                    For the palliative treatment of advanced prostate cancer, Approved January 2002"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Mesnex; Bristol-Myers Squibb, Baxter Healthcare;
                    Oral tablet to inhibit the hemorrhagic cystitis induced by Ifex (ifosfamide), Approved March 2002"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Dutasteride; GlaxoSmithKline;
                    For the treatment of symptomatic benign prostatic hyperplasia, Approved November 2001"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Invanz; Merck;
                    Once-daily injectable treatment for bacterial infections, Approved November 2001"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"PhosLo; Braintree Laboratories;
                    Oral capsules and gelcaps for the control of hyperphosphatemia in end stage renal failure, Approved April 2001"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Trelstar LA (triptorelin pamoate); Debiopharm;
                    Intramuscular injection for the treatment of advanced stage prostate cancer, Approved June 2001"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Cefazolin and Dextrose USP; B Braun Medical;
                    Respiratory tract infections, Approved July 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Detrol LA (tolterodine tartrate); Pharmacia & Upjohn;
                    For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency and frequency, Approved December 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Hectorol (Doxercalciferol) Injection; Bone Care International;
                    To reduce iPTH levels in management of secondary hyperparathyroidism in patients undergoing chronic renal dialysis, Approved April 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Rapamune (sirolimus) Tablets; Wyeth;
                    For treatment of kidney rejection, Approved August 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Renagel (sevelamer hydrochloride); GelTex Pharmaceuticals;
                    For the reduction of serum phosphorus in patients with end-stage renal disease (ESRD), Approved July 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Renagel (sevelamer hydrochloride); Genzyme;
                    For the control of serum phosphorus in patients with chronic kidney disease on dialysis, Approved July of 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Trelstar Depot (triptorelin pamoate); Debio Rechereche Pharmaceutique, Target Research Associates;
                    For the palliative treatment of advanced prostate cancer, Approved June 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Venofer (iron sucrose injection); Luitpold Pharmaceuticals;
                    For the treatment of iron deficiency anemia in patients undergoing chronic hemodialysis, Approved November 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Viadur (leuprolide acetate implant); Alza;
                    For pain relief in men with advanced prostate cancer, Approved March 2000"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Ditropan XL (oxybutynin chloride); Alza;
                    Treatment for overactive bladder, Approved June 1999"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Levaquin; RW Johnson;
                    Treatment for urinary tract infection, Approved July 1999"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Tequin; Bristol-Myers Squibb;
                    Tequin (Injectable and Tablet), December, 1999"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Detrol (tolterodine tartrate); Pharmacia & Upjohn;
                    Treatment for an overactive bladder, Approved March 1998"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Ditropan XL (oxybutynin chloride); Alza;
                    Treatment for and Overactive Bladder, Approved December 1998"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Proscar; Merck;
                    Treatment for complication relating to benign prostatic hyperplasia (BPH), Approved April 1998"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"RenaGelRenagel (sevelamer hydrochloride); GelTex Pharmaceuticals;
                    Treatment for Renal Disease, Approved November 1998"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Simulect; Novartis;
                    Treatment for acute organ transplant rejection, Approved May 1998"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Zemplar; Abbott Laboratories;
                    Treatment of secondary hyperparathyroidism associated with chronic renal failure, Approved April 1998"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"EDEX; Schwarz Pharma;
                    Treatment for erectile dysfunction, Approved June 1997"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"FLOMAX; Boehringer Ingelheim;
                    Treatment for benign prostatic hypertrophy (BPH), Approved October 1997"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Interstim Continence Control Therapy; Medtronic;
                    Treatment for incontinence, Approved September 1997"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Prograf; Fujisawa Healthcare;
                    Treatment for the prevention of kidney transplant rejection, Approved April 1997"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Zenapax; Roche;
                    Treatment to prevent rejection of kidney transplants, Approved December 1997"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Cipro (ciprofloxacin HCl); Bayer;
                    Treatment for cystitis, Approved April 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Elmiron (pentosan polysulfate sodium); IVAX;
                    Treatment for interstitial cystitis, Approved October 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Eulexin (flutamide); Schering-Plough;
                    Treatment for prostate cancer, Approved June 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Gemzar (gemcitabine HCL); Eli Lilly;
                    Treatment for pancreatic cancer, Approved May 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Lupron Depot (leuprolide acetate for depot suspension); Abbott Laboratories;
                    Treatment for advanced prostate cancer, Approved January 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Monurol; Forest Laboratories;
                    Treatment for uncomplicated urinary tract infection, Approved December 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Nascobal Gel (Cyanocobalamin, USP); Questcor Pharmaceuticals;
                    Treatment for vitamin B-12 deficiency, Approved November 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Seprafilm; Genzyme;
                    Treatment for the reduction of scar tissue as a result of abdominal or pelvic surgery, Approved August 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Visipaque (iodixanol); Nycomed;
                    Diagnostic contrast agent, Approved April 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Zoladex (10.8 mg goserelin acetate implant); AstraZeneca;
                    Treatment for advanced prostate cancer, Approved January 1996"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/9/nephrology,"Caverject (alprostadil); Upjohn;
                    Treatment for impotence, Approved on July 6, 1995"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Mavenclad (cladribine) ; Merck;
                    For the treatment of relapsing multiple sclerosis, Approved March 2019"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Mayzent (siponimod); Novartis;
                    For the treatment of relapsing multiple sclerosis, Approved March 2019"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Spravato (esketamine) nasal spray; Janssen Pharmaceuticals;
                    For the treatment of treatment-resistant depression in adults, Approved March 2019"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Sunosi (solriamfetol) ; Jazz Pharmaceuticals;
                    For the treatment of excessive daytime sleepiness due to narcolepsy or obstructive sleep apnea, Approved March 2019"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Tosymra (sumatriptan) nasal spray; Dr. Reddy's Labs;
                    For the treatment of acute migraine in adults, Approved January 2019"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Aimovig (erenumab-aooe) ; Amgen;
                    For the preventive treatment of migraine in adults , Approved May 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Ajovy (fremanezumab-vfrm); Teva Pharmaceuticals;
                    For the treatment of migraine, Approved September 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Diacomit (stiripentol) ; Biocodex;
                    For the treatment of seizures associated with Dravet syndrome, Approved August 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Dsuvia (sufentanil) ; AcelRx Pharma;
                    For the management of acute pain, Approved November 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Emgality (galcanezumab-gnlm) ; Eli Lilly;
                    For the preventive treatment of migraine in adults , Approved September 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Epidiolex (cannabidiol); GW Pharmaceuticals;
                    For the treatment of seizures associated with Lennox-Gastaut syndrome or Dravet syndrome, Approved June 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Firdapse  (amifampridine) ; Catalyst Pharmaceuticals;
                    For the treatment of Lambert-Eaton myasthenic syndrome , Approved November 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Onpattro (patisiran); Alnylam Pharmaceuticals;
                    For the treatment of the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults, Approved August 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Tegsedi (inotersen); Ionis Pharmaceuticals;
                     For the treatment of the polyneuropathy of hereditary transthyretinmediated amyloidosis in adults, Approved October 2018"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Austedo (deutetrabenazine) ; Teva Pharmaceuticals;
                    For the treatment of chorea associated with Huntington’s disease and tardive dyskinesia , Initial approval April 2017"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Brineura (cerliponase alfa); BioMarin;
                    For the treatment of late infantile neuronal ceroid lipofuscinosis type 2 , Approved April 2017"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Gocovri (amantadine) ; Adamas Pharmaceuticals;
                    For the treatment of Parkinson's disease dyskinesia, Approved August 2017"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Ingrezza (valbenazine); Neurocrine Biosciences;
                    For the treatment of tardive dyskinesia, Approved April 2017"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Radicava (edaravone); Mitsubishi Tanabe Pharma;
                    For the treatment of amyotrophic lateral sclerosis , Approved May 2017"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Xadago (safinamide); Newron Pharmaceuticals;
                    For the treatment of Parkinson's disease, Approved March 2017"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Briviact (brivaracetam); UCB;
                    For the treatment of partial onset seizures related to epilepsy, Approved February 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Carnexiv (carbamazepine); Lundbeck;
                     replacement therapy when oral administration is not feasible, in adults with seizures, Approved October 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Exondys 51 (eteplirsen); Sarepta Therapeutics;
                    For the treatment of Duchenne muscular dystrophy with mutated DMD gene amenable to exon 51 skipping, Approved September 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Nuplazid (pimavanserin); Acadia Pharmaceuticals;
                    For the treatment of hallucinations and delusions associated with Parkinson’s disease, Approved April 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Nuplazid (pimavanserin); Acadia Pharmaceuticals;
                    For the treatment of hallucinations and delusions associated with Parkinson’s disease psychosis, Approved May 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Onzetra Xsail (sumatriptan nasal powder) ; Avanir;
                    For the treatment of migraine, Approved January 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Spinraza (nusinersen); Biogen;
                    For the treatment of spinal muscular atrophy, Approved December 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Troxyca ER (oxycodone + naltrexone); Pfizer;
                    For the management of severe pain, Approved August 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Zinbryta (daclizumab) ; Biogen;
                    For the treatment of relapsing multiple sclerosis, Approved May 2016"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Aristada (aripiprazole lauroxil) extended-release injectable; Alkermes;
                    For the treatment of schizophrenia, Approved October 2015"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Belbuca (buprenorphine) ; Endo Pharmaceuticals;
                    For the management of severe pain, Approved October 2015"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Duopa (carbidopa and levodopa) enteral suspension ; Abbvie;
                    For the treatment of motor fluctuations in patients with advanced Parkinson's disease, Approved January 2015"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Rytary (carbidopa and levodopa) extended-release capsules; Impax Labs;
                    For the treatment of Parkinson's disease, Approved January 2015"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Vivlodex (meloxicam) ; Iroko Pharmaceuticals;
                    For the management of osteoarthritis pain, Approved October 2015"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Vraylar (cariprazine); Allergan;
                    For the treatment of schizophrenia and bipolar disorder, Approved September 2015"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Belsomra (suvorexant); Merck;
                    For the treatment of insomnia, Approved August 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Dyloject (diclofenac sodium) Injection; Hospira;
                    For the management of mild, moderate or severe pain, Approved December 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Hetlioz (tasimelteon); Vanda Pharmaceuticals;
                    For the treatment of non-24-hour sleep-wake disorder in the totally blind, January 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Lemtrada (alemtuzumab); Genzyme;
                    For the treatment of relapsing multiple sclerosis, Approved November 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Movantik (naloxegol); AstraZeneca;
                    For the treatment of opiod-induced constipation in adults with chronic non-cancer pain, Approved September 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Namzaric (memantine hydrochloride extended-release + donepezil hydrochloride); Forest Laboratories;
                    For the treatment of moderate to severe dementia of the Alzheimer's type, Approved December 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Northera (droxidopa); Chelsea Therapeutics;
                    For the treatment of neurogenic orthostatic hypotension, Approved February 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Plegridy (peginterferon beta-1a); Biogen IDEC.;
                    For the treatment of relapsing multiple sclerosis, Approved August 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Qudexy XR (topiramate); Upsher-Smith Laboratories;
                    For the treatment of partial onset and primary generalized tonic-clonic seizures and Lennox-Gastaut Syndrome, Approved March 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Targiniq ER (oxycodone hydrochloride + naloxone hydrochloride) extended-release tablets; Purdue Pharma;
                    For the management of severe chronic pain, Approved July 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Tivorbex (indomethacin); Iroko Pharmaceuticals;
                    For the treatment of acute pain, Approved February of 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Xartemis XR (oxycodone hydrochloride and acetaminophen) extended release; Mallinckrodt Pharmaceuticals;
                    For the management of acute pain, Approved March 2014"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Aptiom (eslicarbazepine acetate); Sunovion Pharmaceuticals;
                    For the adjunctive treatment of partial-onset seizures, Approved November 2013"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Fetzima (levomilnacipran); Forest Laboratories;
                    For the treatment of major depressive disorder, Approved July 2013"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Nymalize (nimodipine); Arbor Pharmaceuticals;
                    For the reduction of incidence and severity of ischemic deficits following subarachnoid hemorrhage, Approved May 2013"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Trokendi XR (topiramate); Supernus Pharmaceuticals;
                    For the treatment of partial onset, tonic-clonic and Lennox-Gastaut Syndrome seizures, Approved August 2013"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Zohydro ER (hydrocodone bitartrate) Extended-Release Capsules; Zogenix;
                    For the management of severe pain, Approved October 2013"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Zubsolv (buprenorphine and naloxone); Orexo AB;
                    For the maintenance treatment of opioid dependence, Approved July 2013"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Eliquis (apixaban); Bristol-Myers Squibb;
                    For the prevention of stroke and systemic embolism resulting from nonvalvular atrial fibrillation, Approved December 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Fycompa (perampanel); Eisai;
                    For the treatment of partial-onset seizures with or without secondarily generalized seizures; tonic-clonic seizures, Approved October 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Horizant (gabapentin enacarbil); GlaxoSmithKline;
                    For the treatment of postherpetic neuralgia, Approved June 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Lyrica (pregabalin); Pfizer;
                    For the treatment of neuropathic pain associated with spinal cord injury, Approved June 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Neupro (Rotigotine Transdermal System); UCB;
                    For the treatment of Restless Legs Syndrome, Approved April 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Oxtellar XR (oxcarbazepine extended release); Supernus Pharmaceuticals;
                    For the adjunctive therapy of partial seizures in adults and in children 6 years to 17 years of age, Approved October 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Quillivant XR (methylphenidate hydrochloride); NextWave Pharmaceuticals;
                    For the treatment of Attention Deficit Hyperactivity Disorder, Approved September 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Subsys (fentanyl sublingual spray); Insys Therapeutics;
                    For the treatment of breakthrough cancer pain, Approved January of 2012"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Abstral (fentanyl sublingual tablets); ProStrakan;
                    For the treatment of breakthrough cancer pain in opioid-tolerant patients, Approved January 2011"
https://www.centerwatch.com/drug-information/fda-approved-drugs/therapeutic-area/10/neurology,"Exparel (bupivacaine liposome injectable suspension); Pacira Pharmaceuticals;
                    For postsurgical analgesia, Approved November 2011"
